track_id,label,start_frame,end_frame,length_pts,path_length_px,avg_speed_px_per_frame
148,bus,8,10,3,1.56,0.781
149,car,8,10,3,2.33,1.167
151,car,12,89,78,425.88,5.531
153,car,8,77,70,382.85,5.549
154,car,8,10,3,0.42,0.211
155,car,9,89,81,268.55,3.357
156,car,8,89,82,1341.97,16.568
157,car,9,89,81,1075.48,13.443
158,car,10,13,4,1.57,0.525
159,truck,9,14,6,0.8,0.161
160,truck,8,25,18,14.45,0.85
161,car,8,28,21,38.12,1.906
162,car,10,44,35,343.09,10.091
163,truck,8,10,3,0.4,0.199
164,car,8,10,3,0.68,0.341
165,car,8,10,3,2.3,1.149
166,car,8,36,29,30.71,1.097
167,car,8,54,47,366.52,7.968
168,car,10,36,27,82.2,3.161
169,car,10,63,54,223.52,4.217
170,car,8,86,79,618.26,7.926
171,car,8,10,3,0.59,0.297
174,car,11,13,3,0.28,0.14
175,car,8,10,3,0.68,0.34
176,car,8,75,68,779.46,11.634
177,car,8,89,82,351.57,4.34
178,car,9,36,28,32.92,1.219
179,car,8,10,3,1.08,0.542
180,car,8,10,3,0.62,0.312
181,car,10,12,3,0.43,0.214
182,car,9,89,81,312.92,3.911
183,car,9,89,81,290.37,3.63
184,car,9,89,81,583.34,7.292
185,car,9,11,3,0.37,0.186
186,car,9,11,3,0.49,0.245
187,car,9,89,81,1636.06,20.451
188,car,9,42,34,124.04,3.759
189,car,9,11,3,0.68,0.341
190,car,9,89,81,292.18,3.652
191,car,9,89,81,327.41,4.093
192,car,9,11,3,0.4,0.201
193,car,9,89,81,438.33,5.479
195,car,11,31,21,33.66,1.683
196,car,9,83,75,743.11,10.042
197,car,11,89,79,688.82,8.831
198,truck,11,16,6,1.35,0.269
199,car,9,23,15,4.88,0.349
200,truck,9,11,3,0.6,0.302
201,car,12,33,22,8.87,0.423
202,car,9,31,23,8.97,0.408
203,car,9,89,81,1153.25,14.416
204,car,9,50,42,84.86,2.07
206,car,11,13,3,0.44,0.218
207,car,9,41,33,100.73,3.148
208,car,9,17,9,4.28,0.535
211,bus,10,12,3,0.86,0.431
212,car,10,89,80,1028.17,13.015
213,car,10,36,27,214.9,8.265
214,car,10,27,18,15.47,0.91
215,bus,10,13,4,1.52,0.507
216,car,12,14,3,0.48,0.242
217,car,13,89,77,601.69,7.917
218,car,12,28,17,4.56,0.285
219,car,13,32,20,18.61,0.98
220,car,14,16,3,1.13,0.565
221,truck,14,16,3,1.4,0.698
222,car,14,89,76,611.4,8.152
223,car,14,16,3,1.71,0.855
224,car,14,16,3,0.53,0.266
225,car,14,70,57,821.21,14.664
226,truck,14,16,3,2.11,1.055
227,car,14,32,19,76.22,4.235
228,bus,15,31,17,35.17,2.198
229,car,15,17,3,0.61,0.307
230,truck,15,17,3,0.48,0.238
231,car,15,89,75,456.99,6.176
233,car,17,19,3,0.55,0.275
234,car,17,19,3,0.82,0.41
235,car,19,22,4,0.95,0.315
236,bus,17,19,3,0.5,0.251
237,car,17,89,73,1127.17,15.655
238,car,17,46,30,67.13,2.315
239,truck,18,20,3,1.53,0.766
241,car,21,42,22,82.21,3.915
244,car,20,22,3,0.86,0.429
245,car,20,22,3,0.5,0.248
246,truck,20,22,3,0.52,0.261
247,truck,20,22,3,0.18,0.09
248,car,21,44,24,54.21,2.357
250,car,20,22,3,2.12,1.061
251,truck,20,49,30,257.61,8.883
253,car,21,41,21,17.9,0.895
254,car,21,23,3,0.58,0.291
255,truck,21,23,3,0.19,0.094
256,car,22,53,32,174.12,5.617
257,bus,22,44,23,5.23,0.238
259,car,23,35,13,0.0,0.0
262,car,25,44,20,4.43,0.233
263,car,23,25,3,2.21,1.103
265,car,24,88,65,151.93,2.374
266,car,24,46,23,23.55,1.071
267,truck,25,27,3,0.69,0.343
268,car,25,27,3,0.32,0.162
269,truck,26,31,6,0.92,0.184
270,car,27,89,63,1057.57,17.058
271,truck,26,30,5,3.1,0.774
272,car,26,28,3,0.93,0.466
273,bus,26,28,3,1.19,0.595
274,car,27,89,63,287.45,4.636
275,car,27,29,3,0.35,0.174
276,car,27,29,3,0.11,0.055
277,car,27,29,3,0.18,0.091
278,car,27,89,63,224.08,3.614
