track_id,frame,label,cx,cy,cx_smooth,cy_smooth,vx,vy,confirmed
88,67,car,378.9683532714844,234.01507568359375,379.0302631973966,234.04163661481675,-33.670952087089574,2.4778457893558605,1
88,68,car,378.10136208053837,234.422684082682,378.0730883003394,234.39791991019794,-33.670952087089574,2.4778457893558605,1
88,69,car,376.99862567122517,234.7684848034669,376.9578716741257,234.75045885046057,-33.670952087089574,2.4778457893558605,1
88,70,car,375.68659882497184,235.06453876894707,375.669451919098,235.11747536195486,-33.670952087089574,2.4778457893558605,1
88,71,car,374.24899255610296,235.59441092563497,374.26950894082415,235.5994416505738,-33.670952087089574,2.4778457893558605,1
88,72,car,372.88023170279655,236.10246187171813,372.85092575011544,236.12502491511947,-33.670952087089574,2.4778457893558605,1
88,73,car,371.30904662290226,236.70648180686655,371.3985833450646,236.6832998159866,-33.670952087089574,2.4778457893558605,1
88,74,car,370.07626679286113,237.24644244454976,370.0953336886913,237.17750061742478,-33.670952087089574,2.4778457893558605,1
88,75,car,368.8605990743405,237.59012735344314,368.8451795206772,237.53402877259975,-33.670952087089574,2.4778457893558605,1
88,76,car,367.6199609976881,237.75806447875135,367.5690400617125,237.806830644329,-33.670952087089574,2.4778457893558605,1
88,77,car,366.2297901754904,238.13435640095125,366.2022391533318,238.19797267641272,-33.670952087089574,2.4778457893558605,1
88,78,car,364.6254794984304,238.69737028462532,364.78989286917476,238.7707405105362,-33.670952087089574,2.4778457893558605,1
88,79,car,363.60201706090453,239.59232158510068,363.57326278412563,239.51970735348888,-33.670952087089574,2.4778457893558605,1
88,80,car,362.2795205053926,240.21117404044833,362.2440650618979,240.21033777817723,-33.670952087089574,2.4778457893558605,1
88,81,car,360.6642103560561,240.90183286497228,360.7092366237917,240.8984730159829,-33.670952087089574,2.4778457893558605,1
88,82,car,359.07220826000355,241.55474602502227,358.99835271254784,241.56648900449952,-33.670952087089574,2.4778457893558605,1
88,83,car,357.1016661778909,242.26788008841393,356.89659877675,242.21774794549526,-33.670952087089574,2.4778457893558605,1
88,84,car,354.3944467837368,242.75382660868692,354.25068577394364,242.76689111039826,-33.670952087089574,2.4778457893558605,1
88,85,car,351.10543994010334,243.29688863742388,351.30491030784816,243.30376368058145,-33.670952087089574,2.4778457893558605,1
88,86,car,348.5173864237356,243.8158961773915,348.7292549781662,243.83576023252255,-33.670952087089574,2.4778457893558605,1
88,87,car,346.5649259686427,244.38126995424287,346.6633988260031,244.3825787700689,-33.670952087089574,2.4778457893558605,1
88,88,car,345.02545986532914,244.91353319156482,344.90935845427816,244.91250899065835,-33.670952087089574,2.4778457893558605,1
88,89,car,343.1419031247146,245.43361756163003,343.0694990372087,245.40875399847522,-33.670952087089574,2.4778457893558605,1
