frame,track_id,future_step,future_frame,future_x,future_y,sigma_x,sigma_y
3,8,12,15,580.53,214.84,6.05,22.57
3,8,13,16,580.53,214.84,6.29,23.47
3,8,14,17,580.53,214.84,6.53,24.34
3,8,15,18,580.53,214.84,6.75,25.19
3,9,1,4,286.48,194.45,3.54,3.90
3,9,2,5,286.47,194.45,4.53,4.95
3,9,3,6,286.47,194.45,5.33,5.82
3,9,4,7,286.47,194.45,6.04,6.58
3,9,5,8,286.47,194.45,6.67,7.26
3,9,6,9,286.47,194.45,7.24,7.89
3,9,7,10,286.47,194.45,7.78,8.47
3,9,8,11,286.47,194.45,8.29,9.01
3,9,9,12,286.47,194.45,8.76,9.53
3,9,10,13,286.47,194.45,9.22,10.02
3,9,11,14,286.46,194.45,9.65,10.49
3,9,12,15,286.46,194.45,10.07,10.94
3,9,13,16,286.46,194.44,10.47,11.38
3,9,14,17,286.46,194.44,10.86,11.80
3,9,15,18,286.46,194.44,11.24,12.21
3,10,1,4,113.38,195.72,1.96,2.98
3,10,2,5,113.38,195.72,2.50,3.82
3,10,3,6,113.38,195.72,2.95,4.50
3,10,4,7,113.38,195.72,3.34,5.10
3,10,5,8,113.38,195.72,3.69,5.63
3,10,6,9,113.38,195.72,4.01,6.12
3,10,7,10,113.38,195.72,4.30,6.58
3,10,8,11,113.38,195.72,4.58,7.00
3,10,9,12,113.38,195.72,4.84,7.41
3,10,10,13,113.38,195.72,5.09,7.79
3,10,11,14,113.38,195.72,5.33,8.16
3,10,12,15,113.38,195.73,5.56,8.51
3,10,13,16,113.38,195.73,5.78,8.85
3,10,14,17,113.38,195.73,5.99,9.18
3,10,15,18,113.38,195.73,6.20,9.49
4,1,1,5,424.68,217.15,7.08,6.34
4,1,2,6,424.68,217.15,9.02,8.09
4,1,3,7,424.68,217.15,10.61,9.52
4,1,4,8,424.68,217.15,12.00,10.77
4,1,5,9,424.68,217.14,13.25,11.89
4,1,6,10,424.67,217.14,14.39,12.92
4,1,7,11,424.67,217.14,15.46,13.87
4,1,8,12,424.67,217.14,16.46,14.77
4,1,9,13,424.67,217.14,17.40,15.62
4,1,10,14,424.67,217.14,18.30,16.43
4,1,11,15,424.67,217.14,19.16,17.20
4,1,12,16,424.67,217.14,19.99,17.94
4,1,13,17,424.67,217.14,20.78,18.66
4,1,14,18,424.67,217.13,21.56,19.35
4,1,15,19,424.66,217.13,22.30,20.02
4,2,1,5,211.87,229.04,9.64,6.41
4,2,2,6,211.85,229.03,12.33,8.17
4,2,3,7,211.84,229.03,14.54,9.61
4,2,4,8,211.83,229.03,16.46,10.87
4,2,5,9,211.82,229.03,18.19,12.00
4,2,6,10,211.81,229.03,19.77,13.04
4,2,7,11,211.79,229.03,21.23,14.00
4,2,8,12,211.78,229.03,22.61,14.90
4,2,9,13,211.77,229.03,23.91,15.76
4,2,10,14,211.76,229.02,25.15,16.57
4,2,11,15,211.75,229.02,26.33,17.35
4,2,12,16,211.73,229.02,27.47,18.10
4,2,13,17,211.72,229.02,28.56,18.82
4,2,14,18,211.71,229.02,29.62,19.52
4,2,15,19,211.70,229.02,30.65,20.19
4,3,1,5,85.96,281.64,11.12,9.58
4,3,2,6,85.93,281.64,14.05,12.19
4,3,3,7,85.91,281.64,16.47,14.34
4,3,4,8,85.89,281.64,18.59,16.22
4,3,5,9,85.87,281.64,20.50,17.90
4,3,6,10,85.85,281.64,22.25,19.44
4,3,7,11,85.83,281.64,23.88,20.88
4,3,8,12,85.81,281.64,25.42,22.23
4,3,9,13,85.79,281.64,26.87,23.50
4,3,10,14,85.77,281.64,28.25,24.72
4,3,11,15,85.75,281.64,29.58,25.88
4,3,12,16,85.73,281.63,30.85,26.99
4,3,13,17,85.71,281.63,32.08,28.07
4,3,14,18,85.69,281.63,33.27,29.11
4,3,15,19,85.67,281.63,34.42,30.12
4,4,1,5,364.87,204.24,2.69,3.60
4,4,2,6,364.87,204.24,3.42,4.58
4,4,3,7,364.87,204.24,4.03,5.40
4,4,4,8,364.87,204.23,4.55,6.10
4,4,5,9,364.87,204.23,5.03,6.74
4,4,6,10,364.87,204.23,5.46,7.32
4,4,7,11,364.87,204.23,5.86,7.86
4,4,8,12,364.87,204.23,6.24,8.37
4,4,9,13,364.87,204.23,6.60,8.85
4,4,10,14,364.87,204.23,6.94,9.31
4,4,11,15,364.87,204.23,7.26,9.75
4,4,12,16,364.87,204.23,7.58,10.17
4,4,13,17,364.87,204.22,7.88,10.57
4,4,14,18,364.87,204.22,8.17,10.96
4,4,15,19,364.87,204.22,8.45,11.34
4,5,1,5,542.31,214.35,3.16,7.97
4,5,2,6,542.31,214.34,4.02,10.15
4,5,3,7,542.31,214.34,4.73,11.95
4,5,4,8,542.31,214.34,5.35,13.51
4,5,5,9,542.31,214.34,5.90,14.91
4,5,6,10,542.31,214.34,6.41,16.20
4,5,7,11,542.31,214.33,6.89,17.40
4,5,8,12,542.31,214.33,7.33,18.52
4,5,9,13,542.31,214.33,7.75,19.59
4,5,10,14,542.31,214.33,8.15,20.60
4,5,11,15,542.31,214.33,8.54,21.57
