frame,track_id,future_step,future_frame,future_x,future_y,sigma_x,sigma_y
4,4,6,10,538.16,217.69,65.91,26.66
4,4,7,11,538.16,217.69,71.19,28.80
4,4,8,12,538.16,217.69,76.11,30.79
4,4,9,13,538.16,217.69,80.72,32.65
4,4,10,14,538.16,217.69,85.09,34.42
4,4,11,15,538.16,217.69,89.24,36.10
4,4,12,16,538.16,217.69,93.21,37.71
4,4,13,17,538.16,217.69,97.02,39.25
4,4,14,18,538.16,217.69,100.68,40.73
4,4,15,19,538.16,217.69,104.21,42.16
4,5,1,5,608.81,225.51,30.44,11.28
4,5,2,6,608.81,225.51,43.05,15.95
4,5,3,7,608.81,225.51,52.72,19.53
4,5,4,8,608.81,225.51,60.88,22.55
4,5,5,9,608.81,225.51,68.07,25.21
4,5,6,10,608.81,225.51,74.56,27.62
4,5,7,11,608.81,225.51,80.54,29.83
4,5,8,12,608.81,225.51,86.10,31.89
4,5,9,13,608.81,225.51,91.32,33.83
4,5,10,14,608.81,225.51,96.26,35.66
4,5,11,15,608.81,225.51,100.96,37.40
4,5,12,16,608.81,225.51,105.45,39.06
4,5,13,17,608.81,225.51,109.76,40.65
4,5,14,18,608.81,225.51,113.90,42.19
4,5,15,19,608.81,225.51,117.90,43.67
4,7,1,5,262.76,198.40,22.76,17.18
4,7,2,6,262.76,198.40,26.28,19.84
4,7,3,7,262.76,198.40,29.38,22.18
4,7,4,8,262.76,198.40,32.18,24.30
4,7,5,9,262.76,198.40,34.76,26.25
4,7,6,10,262.76,198.40,37.16,28.06
4,7,7,11,262.76,198.40,39.41,29.76
4,7,8,12,262.76,198.40,41.55,31.37
4,7,9,13,262.76,198.40,43.57,32.90
4,7,10,14,262.76,198.40,45.51,34.36
4,7,11,15,262.76,198.40,47.37,35.77
4,7,12,16,262.76,198.40,49.16,37.12
4,7,13,17,262.76,198.40,50.88,38.42
4,7,14,18,262.76,198.40,52.55,39.68
4,7,15,19,262.76,198.40,54.17,40.90
4,8,1,5,627.56,223.78,44.38,15.82
4,8,2,6,627.56,223.78,54.35,19.38
4,8,3,7,627.56,223.78,62.76,22.38
4,8,4,8,627.56,223.78,70.16,25.02
4,8,5,9,627.56,223.78,76.86,27.41
4,8,6,10,627.56,223.78,83.02,29.60
4,8,7,11,627.56,223.78,88.75,31.65
4,8,8,12,627.56,223.78,94.13,33.57
4,8,9,13,627.56,223.78,99.23,35.38
4,8,10,14,627.56,223.78,104.07,37.11
4,8,11,15,627.56,223.78,108.70,38.76
4,8,12,16,627.56,223.78,113.13,40.34
4,8,13,17,627.56,223.78,117.41,41.86
4,8,14,18,627.56,223.78,121.53,43.33
4,8,15,19,627.56,223.78,125.51,44.76
4,9,1,5,69.26,169.83,3.46,8.49
4,9,2,6,69.26,169.83,4.90,12.01
4,9,3,7,69.26,169.83,6.00,14.71
4,9,4,8,69.26,169.83,6.93,16.98
4,9,5,9,69.26,169.83,7.74,18.99
4,9,6,10,69.26,169.83,8.48,20.80
4,9,7,11,69.26,169.83,9.16,22.47
4,9,8,12,69.26,169.83,9.80,24.02
4,9,9,13,69.26,169.83,10.39,25.47
4,9,10,14,69.26,169.83,10.95,26.85
4,9,11,15,69.26,169.83,11.49,28.16
4,9,12,16,69.26,169.83,12.00,29.42
4,9,13,17,69.26,169.83,12.49,30.62
4,9,14,18,69.26,169.83,12.96,31.77
4,9,15,19,69.26,169.83,13.41,32.89
4,10,1,5,59.81,180.84,2.99,9.04
4,10,2,6,59.81,180.84,4.23,12.79
4,10,3,7,59.81,180.84,5.18,15.66
4,10,4,8,59.81,180.84,5.98,18.08
4,10,5,9,59.81,180.84,6.69,20.22
4,10,6,10,59.81,180.84,7.33,22.15
4,10,7,11,59.81,180.84,7.91,23.92
4,10,8,12,59.81,180.84,8.46,25.57
4,10,9,13,59.81,180.84,8.97,27.13
4,10,10,14,59.81,180.84,9.46,28.59
4,10,11,15,59.81,180.84,9.92,29.99
4,10,12,16,59.81,180.84,10.36,31.32
4,10,13,17,59.81,180.84,10.78,32.60
4,10,14,18,59.81,180.84,11.19,33.83
4,10,15,19,59.81,180.84,11.58,35.02
4,11,1,5,541.29,184.90,27.06,9.25
4,11,2,6,541.29,184.90,38.27,13.07
4,11,3,7,541.29,184.90,46.88,16.01
4,11,4,8,541.29,184.90,54.13,18.49
4,11,5,9,541.29,184.90,60.52,20.67
4,11,6,10,541.29,184.90,66.29,22.65
4,11,7,11,541.29,184.90,71.61,24.46
4,11,8,12,541.29,184.90,76.55,26.15
4,11,9,13,541.29,184.90,81.19,27.74
4,11,10,14,541.29,184.90,85.58,29.24
4,11,11,15,541.29,184.90,89.76,30.66
4,11,12,16,541.29,184.90,93.75,32.03
4,11,13,17,541.29,184.90,97.58,33.33
4,11,14,18,541.29,184.90,101.27,34.59
4,11,15,19,541.29,184.90,104.82,35.81
4,14,1,5,582.32,198.54,29.12,9.93
4,14,2,6,582.32,198.54,41.18,14.04
4,14,3,7,582.32,198.54,50.43,17.19
4,14,4,8,582.32,198.54,58.23,19.85
4,14,5,9,582.32,198.54,65.11,22.20
4,14,6,10,582.32,198.54,71.32,24.32
4,14,7,11,582.32,198.54,77.03,26.26
4,14,8,12,582.32,198.54,82.35,28.08
4,14,9,13,582.32,198.54,87.35,29.78
4,14,10,14,582.32,198.54,92.07,31.39
4,14,11,15,582.32,198.54,96.57,32.92
4,14,12,16,582.32,198.54,100.86,34.39
4,14,13,17,582.32,198.54,104.98,35.79
4,14,14,18,582.32,198.54,108.94,37.14
4,14,15,19,582.32,198.54,112.77,38.45
4,15,1,5,497.90,154.54,35.21,10.93
4,15,2,6,497.90,154.54,43.12,13.38
4,15,3,7,497.90,154.54,49.79,15.45
4,15,4,8,497.90,154.54,55.67,17.28
4,15,5,9,497.90,154.54,60.98,18.93
4,15,6,10,497.90,154.54,65.87,20.44
4,15,7,11,497.90,154.54,70.41,21.85
4,15,8,12,497.90,154.54,74.68,23.18
4,15,9,13,497.90,154.54,78.72,24.43
4,15,10,14,497.90,154.54,82.57,25.63
4,15,11,15,497.90,154.54,86.24,26.77
4,15,12,16,497.90,154.54,89.76,27.86
4,15,13,17,497.90,154.54,93.15,28.91
4,15,14,18,497.90,154.54,96.42,29.93
4,15,15,19,497.90,154.54,99.58,30.91
4,16,1,5,484.34,150.89,24.22,7.54
4,16,2,6,484.34,150.89,34.25,10.67
4,16,3,7,484.34,150.89,41.95,13.07
4,16,4,8,484.34,150.89,48.43,15.09
4,16,5,9,484.34,150.89,54.15,16.87
4,16,6,10,484.34,150.89,59.32,18.48
4,16,7,11,484.34,150.89,64.07,19.96
4,16,8,12,484.34,150.89,68.50,21.34
4,16,9,13,484.34,150.89,72.65,22.63
4,16,10,14,484.34,150.89,76.58,23.86
4,16,11,15,484.34,150.89,80.32,25.02
4,16,12,16,484.34,150.89,83.89,26.14
4,16,13,17,484.34,150.89,87.32,27.20
4,16,14,18,484.34,150.89,90.61,28.23
4,16,15,19,484.34,150.89,93.79,29.22
4,17,1,5,566.28,241.17,28.31,12.06
4,17,2,6,566.28,241.17,40.04,17.05
4,17,3,7,566.28,241.17,49.04,20.89
4,17,4,8,566.28,241.17,56.63,24.12
4,17,5,9,566.28,241.17,63.31,26.96
4,17,6,10,566.28,241.17,69.35,29.54
4,17,7,11,566.28,241.17,74.91,31.90
4,17,8,12,566.28,241.17,80.08,34.11
4,17,9,13,566.28,241.17,84.94,36.18
4,17,10,14,566.28,241.17,89.54,38.13
4,17,11,15,566.28,241.17,93.91,39.99
4,17,12,16,566.28,241.17,98.08,41.77
4,17,13,17,566.28,241.17,102.09,43.48
4,17,14,18,566.28,241.17,105.94,45.12
4,17,15,19,566.28,241.17,109.66,46.70
5,2,1,6,631.47,201.48,31.57,10.07
5,2,2,7,631.47,201.48,44.65,14.25
5,2,3,8,631.47,201.48,54.69,17.45
5,2,4,9,631.47,201.48,63.15,20.15
5,2,5,10,631.47,201.48,70.60,22.53
5,2,6,11,631.47,201.48,77.34,24.68
5,2,7,12,631.47,201.48,83.54,26.65
5,2,8,13,631.47,201.48,89.30,28.49
5,2,9,14,631.47,201.48,94.72,30.22
5,2,10,15,631.47,201.48,99.84,31.86
5,2,11,16,631.47,201.48,104.72,33.41
5,2,12,17,631.47,201.48,109.37,34.90
5,2,13,18,631.47,201.48,113.84,36.32
5,2,14,19,631.47,201.48,118.14,37.69
5,2,15,20,631.47,201.48,122.28,39.02
5,3,1,6,114.55,209.77,5.73,10.49
5,3,2,7,114.55,209.77,8.10,14.83
5,3,3,8,114.55,209.77,9.92,18.17
5,3,4,9,114.55,209.77,11.46,20.98
5,3,5,10,114.55,209.77,12.81,23.45
5,3,6,11,114.55,209.77,14.03,25.69
5,3,7,12,114.55,209.77,15.15,27.75
5,3,8,13,114.55,209.77,16.20,29.67
5,3,9,14,114.55,209.77,17.18,31.47
5,3,10,15,114.55,209.77,18.11,33.17
5,3,11,16,114.55,209.77,19.00,34.79
5,3,12,17,114.55,209.77,19.84,36.33
5,3,13,18,114.55,209.77,20.65,37.82
5,3,14,19,114.55,209.77,21.43,39.25
5,3,15,20,114.55,209.77,22.18,40.62
5,4,1,6,533.17,219.31,26.66,10.97
5,4,2,7,533.17,219.31,37.70,15.51
5,4,3,8,533.17,219.31,46.17,18.99
5,4,4,9,533.17,219.31,53.32,21.93
5,4,5,10,533.17,219.31,59.61,24.52
5,4,6,11,533.17,219.31,65.30,26.86
5,4,7,12,533.17,219.31,70.53,29.01
5,4,8,13,533.17,219.31,75.40,31.01
5,4,9,14,533.17,219.31,79.98,32.90
5,4,10,15,533.17,219.31,84.30,34.68
5,4,11,16,533.17,219.31,88.42,36.37
