TimeSec,TrackId,WorldX,WorldY,ClassName,SensorSupport,Hits,Locked,ClusterAllGhost,TruthId
40.5,242,81.6497422344584,4.2308141067672,person,1,1,0,1,0
40.5,243,-10.8103495627643,47.6778254847192,person,1,1,0,1,0
40.5,244,64.609416084851,9.40189049871476,person,1,1,0,1,0
41,1,30.154337542466,29.7167354631318,person,6,83,1,0,1
41,245,14.8771496219563,-6.28537416103946,person,1,1,0,1,0
41,3,55.8975272400621,49.0558831536434,vehicle,3,83,1,0,2
41,246,26.8356008208732,88.8599733364765,person,1,1,0,1,0
41,247,95.2086877423962,27.6115896851969,person,1,1,0,1,0
41.5,1,30.1328648271163,29.5580821755396,person,6,84,1,0,1
41.5,3,55.9783292149931,49.1037398428902,vehicle,3,84,1,0,2
41.5,248,75.6445948225299,36.4033813987805,person,1,1,0,1,0
41.5,249,8.86068835418762,37.0464337837065,person,1,1,0,1,0
41.5,250,34.2121819345286,17.7475943628986,person,1,1,0,1,0
42,1,30.2980781549263,29.4786502007664,person,6,85,1,0,1
42,251,36.5860414570873,25.9430988092665,person,1,1,0,1,0
42,3,55.7078462599252,49.0911149597338,vehicle,3,85,1,0,2
42,252,32.1579446163888,60.9169296292292,person,1,1,0,1,0
42,253,78.9065720090951,61.6222520460732,person,1,1,0,1,0
42.5,1,30.4363498700891,29.3364072200294,person,6,86,1,0,1
42.5,3,55.7493267012893,49.1280484775022,vehicle,3,86,1,0,2
42.5,254,54.0119126478286,9.3826971413188,person,1,1,0,1,0
42.5,255,28.6129001936238,52.688195211342,person,1,1,0,1,0
42.5,256,18.1473057416332,-12.5059919356299,person,1,1,0,1,0
43,1,30.5572713251003,29.2772420874226,person,6,87,1,0,1
43,257,-4.19843833302693,24.0856078641723,person,1,1,0,1,0
43,3,55.5642118276925,49.2308737004103,vehicle,3,87,1,0,2
43,258,63.2626130722725,58.387470859036,person,1,1,0,1,0
43,259,40.3339377618301,49.6109112253816,person,1,1,0,1,0
43.5,1,30.6923593087106,29.1818716054777,person,6,88,1,0,1
43.5,3,55.3795929547727,49.2189508624031,vehicle,3,88,1,0,2
43.5,260,78.5151489086526,-18.7661648306387,person,1,1,0,1,0
43.5,261,1.73274632308154,54.039996202939,person,1,1,0,1,0
43.5,262,53.5725553571955,-5.23649066212949,person,1,1,0,1,0
44,1,30.7486780689864,29.0769157544628,person,6,89,1,0,1
44,263,5.43308611466121,2.2447890058426,person,1,1,0,1,0
44,3,55.3548949998376,49.2597297013688,vehicle,3,89,1,0,2
44,264,43.1825938472919,84.6584820634055,person,1,1,0,1,0
44,265,74.1927923826652,24.1147980242822,person,1,1,0,1,0
44.5,1,30.9319091893906,29.0167702793646,person,6,90,1,0,1
44.5,3,55.3893610408141,49.3214494485455,vehicle,3,90,1,0,2
44.5,266,86.3257133269487,19.7196236741085,person,1,1,0,1,0
44.5,267,-8.39780816775851,26.1290729614735,person,1,1,0,1,0
44.5,268,51.985777760104,33.5891785731139,person,1,1,0,1,0
45,1,30.9247551862776,29.0207874308738,person,6,91,1,0,1
45,269,32.0850965234936,3.57749958754608,person,1,1,0,1,0
45,3,55.3735907991237,49.4977222768622,vehicle,3,91,1,0,2
45,270,11.0181747728414,68.9734492207237,person,1,1,0,1,0
45,271,81.3805840202674,48.4647717729606,person,1,1,0,1,0
45.5,1,30.9636180577873,28.9564617401249,person,6,92,1,0,1
45.5,3,55.15477856719,49.3714041960212,vehicle,3,92,1,0,2
45.5,272,64.3386002435472,15.6523050870982,person,1,1,0,1,0
45.5,273,20.5060415033754,38.7072322531454,person,1,1,0,1,0
45.5,274,20.2179909689382,7.94484612416178,person,1,1,0,1,0
46,1,31.1001720615227,28.8164457774789,person,6,93,1,0,1
46,275,10.4054984739862,21.9931468342381,person,1,1,0,1,0
46,3,55.1070223009601,49.4605772316208,vehicle,3,93,1,0,2
46,276,45.054086076489,52.724114670112,person,1,1,0,1,0
46,277,58.388887054947,64.7670838617387,person,1,1,0,1,0
46.5,1,31.3271385739115,28.7939613863772,person,6,94,1,0,1
46.5,3,54.9972312341532,49.4001501382567,vehicle,3,94,1,0,2
46.5,278,58.7761050112833,-8.92152692787401,person,1,1,0,1,0
46.5,279,14.0279695297152,72.3434376651661,person,1,1,0,1,0
46.5,280,40.9112523944868,-3.95374888376606,person,1,1,0,1,0
47,1,31.3516857151882,28.5668604299038,person,6,95,1,0,1
47,281,-15.3991337305159,4.44266199162122,person,1,1,0,1,0
47,3,55.1000314585182,49.4887060353794,vehicle,3,95,1,0,2
47,282,67.5479417935302,86.2822265965154,person,1,1,0,1,0
47,283,63.4419260194446,35.2143283448023,person,1,1,0,1,0
47.5,1,31.4510038207999,28.5027083314744,person,6,96,1,0,1
47.5,3,55.0127164697609,49.6445263770504,vehicle,3,96,1,0,2
47.5,284,80.5525998130374,6.894740399599,person,1,1,0,1,0
47.5,285,-8.99117645710598,44.4523481000785,person,1,1,0,1,0
47.5,286,61.6006173836346,12.9002106709771,person,1,1,0,1,0
48,1,31.5468414421352,28.3817477251168,person,6,97,1,0,1
48,287,16.7211042419376,-3.40994995400834,person,1,1,0,1,0
48,3,54.919969821203,49.6306441689099,vehicle,3,97,1,0,2
48,288,25.1861623123507,84.8845629080595,person,1,1,0,1,0
48,289,96.080014982743,32.7871838452029,person,1,1,0,1,0
48.5,1,31.6695469260995,28.2838141853741,person,6,98,1,0,1
48.5,3,54.7096029882081,49.6754388638557,vehicle,3,98,1,0,2
48.5,290,70.9243712686957,34.9829049103104,person,1,1,0,1,0
48.5,291,16.6094431873749,15.219511622484,person,1,1,0,1,0
48.5,292,33.2259601164861,14.9051695420403,person,1,1,0,1,0
49,1,31.6754327276918,28.315432154646,person,6,99,1,0,1
49,3,54.7385459717425,49.6636695936935,vehicle,3,99,1,0,2
49,293,34.8708596261012,61.4156002525021,person,1,1,0,1,0
49,294,75.4943063144737,60.6137703127921,person,1,1,0,1,0
49.5,1,31.7687217986813,28.1596424436924,person,6,100,1,0,1
49.5,3,54.6654004034619,49.7141393931214,vehicle,3,100,1,0,2
49.5,295,56.3140810199512,7.05116604883557,person,1,1,0,1,0
49.5,296,25.2497911537558,55.1214971793608,person,1,1,0,1,0
49.5,297,22.8215982356495,-14.5167239264831,person,1,1,0,1,0
50,1,31.9432016894718,28.1559067810667,person,6,101,1,0,1
50,298,-4.77652376260618,20.2788299671283,person,1,1,0,1,0
50,3,54.6656901264235,49.7657285939162,vehicle,3,101,1,0,2
50,299,63.0021565595879,63.1515845914398,person,1,1,0,1,0
50,300,42.0126446541621,44.1290698291771,person,1,1,0,1,0
50.5,1,32.1321029417795,27.9900096877385,person,6,102,1,0,1
50.5,3,54.5338159022079,49.7165295622409,vehicle,3,102,1,0,2
50.5,301,82.4662634274438,-15.0717425831867,person,1,1,0,1,0
50.5,302,1.67156398106576,51.3992888319137,person,1,1,0,1,0
50.5,303,53.3561062875244,-1.82747572945895,person,1,1,0,1,0
51,1,32.1067122748403,28.0356851399973,person,6,103,1,0,1
51,304,-1.23011514039641,-19.9647211556096,person,1,1,0,1,0
51,3,54.2979528533555,49.7538350645312,vehicle,3,103,1,0,2
51,305,40.5220512289661,82.9895135595732,person,1,1,0,1,0
51,306,77.2185888287095,26.7307271453714,person,1,1,0,1,0
51.5,1,32.2654353487594,27.9524704344231,person,6,104,1,0,1
51.5,3,54.414316267957,49.9582519250671,vehicle,3,104,1,0,2
51.5,307,82.8851932701709,21.089264826414,person,1,1,0,1,0
51.5,308,-3.85985399163837,25.2935578224526,person,1,1,0,1,0
51.5,309,46.4235419741111,33.279641237237,person,1,1,0,1,0
52,1,32.3711598932401,27.9926606465938,person,6,105,1,0,1
52,310,30.8745210982988,7.70775897500321,person,1,1,0,1,0
52,3,54.2761270822535,49.9382430649566,vehicle,3,105,1,0,2
52,311,13.5877466529106,64.3970656679589,person,1,1,0,1,0
52,312,78.9127774668743,49.0266000165742,person,1,1,0,1,0
52.5,1,32.3622255670392,27.9447007599763,person,6,106,1,0,1
52.5,3,54.1539683883695,49.9946808879625,vehicle,3,106,1,0,2
52.5,313,44.6080590911467,27.783400599472,person,1,1,0,1,0
52.5,314,19.4901127988871,41.5391752617547,person,1,1,0,1,0
52.5,315,22.0060135643072,4.5347558145415,person,1,1,0,1,0
53,1,32.5118116022785,27.8019998016575,person,6,107,1,0,1
53,316,8.60623825950092,19.9023950744616,person,1,1,0,1,0
53,3,53.9052467489789,49.9237066798955,vehicle,3,107,1,0,2
53,317,47.0779080676584,55.6506718838206,person,1,1,0,1,0
53,318,56.5803949492379,60.6919017355613,person,1,1,0,1,0
53.5,1,32.6633469743067,27.7488012611458,person,6,108,1,0,1
53.5,3,53.9960494820881,49.9999472557985,vehicle,3,108,1,0,2
53.5,319,62.9215594693264,-8.70549864755595,person,1,1,0,1,0
53.5,320,9.12684820277664,70.9755695438598,person,1,1,0,1,0
53.5,321,48.6911481377228,-25.7971418162166,person,1,1,0,1,0
54,1,32.814018913994,27.684366354069,person,6,109,1,0,1
54,322,-12.2066114884067,0.896901285663104,person,1,1,0,1,0
54,3,53.820069786318,50.0527122893435,vehicle,3,109,1,0,2
54,323,62.8007951016566,89.4967623653845,person,1,1,0,1,0
54,324,66.2979037955244,35.593295004365,person,1,1,0,1,0
54.5,1,32.9392346561559,27.6799007111735,person,6,110,1,0,1
54.5,3,53.8408901850019,50.1800792406722,vehicle,3,110,1,0,2
54.5,325,78.9430487373991,8.98911955182366,person,1,1,0,1,0
54.5,326,-6.68331466234157,41.9340139389317,person,1,1,0,1,0
54.5,327,58.179616876772,15.5119708054097,person,1,1,0,1,0
55,1,33.018732947406,27.5833492965381,person,6,111,1,0,1
55,328,17.7451638079455,-0.44090214435951,person,1,1,0,1,0
55,3,53.7807527369316,50.150380321857,vehicle,3,111,1,0,2
55,329,24.471994667262,80.9490205217845,person,1,1,0,1,0
55,330,95.9146473693856,37.7137361289933,person,1,1,0,1,0
55.5,1,33.1014001919657,27.6573723553564,person,6,112,1,0,1
55.5,3,53.6972192828603,50.2952905260211,vehicle,3,112,1,0,2
55.5,331,66.8669111280129,32.7856040982071,person,1,1,0,1,0
55.5,332,20.745799461683,18.9511114232764,person,1,1,0,1,0
55.5,333,33.0138439168029,12.1549719203647,person,1,1,0,1,0
56,1,33.1235317068315,27.6060803291974,person,6,113,1,0,1
56,334,27.0477292616736,30.9374049734125,person,1,1,0,1,0
56,3,53.7003838111585,50.2579968424346,vehicle,3,113,1,0,2
56,335,37.1448050881939,62.5268572865496,person,1,1,0,1,0
56,336,72.6513136616129,58.9848414547394,person,1,1,0,1,0
56.5,1,33.2685385248589,27.6291772101169,person,6,114,1,0,1
56.5,3,53.6391761161287,50.4087137932099,vehicle,3,114,1,0,2
56.5,337,58.8822525254996,5.48384111293248,person,1,1,0,1,0
56.5,338,21.7176695020223,56.6544216258589,person,1,1,0,1,0
56.5,339,27.4937516984632,-15.4839877323803,person,1,1,0,1,0
57,1,33.3619523439157,27.6110197600647,person,6,115,1,0,1
57,340,-4.51564512138136,16.7302337782664,person,1,1,0,1,0
57,3,53.7158766666694,50.4802643556903,vehicle,3,115,1,0,2
57,341,61.8528038892384,67.4593382400472,person,1,1,0,1,0
57,342,44.5730549747769,39.3641605254064,person,1,1,0,1,0
57.5,1,33.4473996313928,27.489310792332,person,6,116,1,0,1
57.5,3,53.4465412065842,50.4420389465699,vehicle,3,116,1,0,2
57.5,343,85.4237341834721,-10.9310397218484,person,1,1,0,1,0
57.5,344,-18.0935589442034,63.5236654478908,person,1,1,0,1,0
57.5,345,52.4234848914458,1.17155081632024,person,1,1,0,1,0
58,1,33.5024662968625,27.4721486312455,person,6,117,1,0,1
58,346,4.48318017429342,-19.4883824414072,person,1,1,0,1,0
58,3,53.4585351166669,50.4645122260337,vehicle,3,117,1,0,2
58,347,38.5362855012346,80.902180509701,person,1,1,0,1,0
58,348,79.422997962206,29.7062397935274,person,1,1,0,1,0
58.5,1,33.6254267789437,27.4917238239041,person,6,118,1,0,1
58.5,3,53.3170599657706,50.5531382623728,vehicle,3,118,1,0,2
58.5,349,79.5079637392621,21.6016647741985,person,1,1,0,1,0
58.5,350,0.442665314644034,25.4069733717959,person,1,1,0,1,0
58.5,351,41.3420085747235,31.9666277644308,person,1,1,0,1,0
59,1,33.8102325473457,27.4605984432081,person,6,119,1,0,1
59,352,28.9607882035484,11.2200453680824,person,1,1,0,1,0
59,3,53.1923664371737,50.5169165023929,vehicle,3,119,1,0,2
59,353,16.8081741620719,60.6651612599248,person,1,1,0,1,0
59,354,95.6886891998435,64.9961497292159,person,1,1,0,1,0
59.5,1,33.8982533035491,27.4430062838747,person,6,120,1,0,1
59.5,3,53.0822347123643,50.6388875695803,vehicle,3,120,1,0,2
59.5,355,43.7293827475321,22.2822908764748,person,1,1,0,1,0
59.5,356,17.9293637516416,43.8135197061959,person,1,1,0,1,0
59.5,357,24.3172812939774,1.82945840781587,person,1,1,0,1,0
60,1,34.0290339425118,27.5636834255053,person,6,121,1,0,1
60,358,7.53317890638831,17.6101769816551,person,1,1,0,1,0
60,3,53.0668995304155,50.6177343208376,vehicle,3,121,1,0,2
60,359,48.2691453703246,58.7030431157573,person,1,1,0,1,0
60,360,55.7284855596551,56.6291795848911,person,1,1,0,1,0
