TimeSec,SensorId,SensorType,RangeM,BearingRad,WorldX,WorldY,ExtentM,IsGhost,TrueId
40.5,6,UGV,26.8310132456417,1.95671713593213,29.9004743960676,29.8576518272204,0.606880412527027,0,1
40.5,6,UGV,25,0.176998353075586,64.609416084851,9.40189049871476,0.7,1,0
41,1,UAV,28.1163284509529,0.774006573542461,30.1064306534896,29.6534824379364,0.779400264457885,0,1
41,1,UAV,17,-1.27981633974482,14.8771496219563,-6.28537416103946,0.7,1,0
41,2,UAV,44.3702243451534,2.68206246652955,30.232699636368,29.6793960839228,0.685762638187202,0,1
41,2,UAV,41.5244976216968,1.91716218237669,55.9031915212904,49.0584676280175,3.3731325190261,0,2
41,3,UAV,41.7456474397523,-1.80432660793346,30.3394972949285,29.3875170957327,0.67220382403141,0,1
41,3,UAV,26.24889696344,-0.926276318466699,55.770725990352,49.0169403199981,3.46238474672244,0,2
41,3,UAV,23,2.18018366025517,26.8356008208732,88.8599733364765,1.4,1,0
41,4,UGV,26.8878931045023,-0.59651258316079,30.2443468587721,29.8954368343279,0.829914368266577,0,1
41,5,UGV,44.4999372268599,-2.79925123471597,30.0823385470342,30.061657671983,0.573455020720574,0,1
41,5,UGV,16.6874677077022,2.89654738328507,55.8110479724584,49.0483837201478,3.45347636735537,0,2
41,5,UGV,29,-0.643001646924407,95.2086877423962,27.6115896851969,0.7,1,0
41,6,UGV,26.4828270191215,1.94435328585306,30.3356381539931,29.6564441279386,0.71092560063669,0,1
41.5,1,UAV,28.3216296774641,0.770450365371073,30.3235188029858,29.7248394429993,0.848369470319969,0,1
41.5,2,UAV,44.0964532367921,2.68134928274802,30.4920284735388,29.5861526065976,0.830504731532328,0,1
41.5,2,UAV,41.5708044727136,1.91206151639137,56.0871002733436,49.1734987677204,3.52285794793741,0,2
41.5,2,UAV,27,1.36018366025516,75.6445948225299,36.4033813987805,1.4,1,0
41.5,3,UAV,41.8862353988546,-1.8234951281702,29.5276889878434,29.4440211811757,0.695658748321312,0,1
41.5,3,UAV,26.3354779293294,-0.916436626712162,56.0291236670451,49.1044360632986,3.59591050395415,0,2
41.5,4,UGV,27.0926363576173,-0.618350080236201,30.0760557056427,29.2946280118092,0.857532758633563,0,1
41.5,4,UGV,8,-1.46300164692441,8.86068835418762,37.0464337837065,0.7,1,0
41.5,5,UGV,44.6144047641894,-2.78334922449076,30.2179775669263,29.3568636819516,0.914757072067452,0,1
41.5,5,UGV,16.5687131721826,2.89088082351026,55.9492899717869,49.1105916572043,3.29801463092079,0,2
41.5,6,UGV,26.3627320740286,1.95615198145869,30.0905460377076,29.429415968791,0.76432779301981,0,1
