track_id,label,start_frame,end_frame,length_pts,path_length_px,avg_speed_px_per_frame
1242,person,657,674,18,23.71,1.394
1243,bus,656,658,3,0.41,0.204
1244,person,656,681,26,41.83,1.673
1245,person,656,658,3,0.73,0.366
1246,person,656,688,33,41.96,1.311
1251,person,659,661,3,0.12,0.061
1252,car,661,663,3,0.97,0.484
1253,person,661,663,3,0.45,0.225
1255,person,661,663,3,0.62,0.311
1257,bus,662,700,39,53.3,1.403
1258,person,663,665,3,0.51,0.253
1259,person,663,679,17,3.24,0.202
1260,person,665,667,3,0.27,0.135
1261,person,665,667,3,0.11,0.057
1262,car,665,683,19,15.08,0.838
1263,car,667,669,3,0.41,0.204
1264,person,667,687,21,22.78,1.139
1265,person,667,669,3,0.35,0.177
1266,car,667,669,3,0.94,0.472
1267,person,667,669,3,0.38,0.192
1268,person,669,702,34,26.89,0.815
1269,person,668,714,47,76.23,1.657
1270,person,671,673,3,0.05,0.023
1271,bus,672,678,7,7.39,1.231
1272,car,673,675,3,0.75,0.377
1273,person,673,675,3,0.35,0.176
1274,person,673,675,3,0.49,0.244
1275,person,673,685,13,9.35,0.78
1276,person,674,686,13,0.0,0.0
1277,person,673,675,3,0.55,0.275
1278,car,673,675,3,1.24,0.621
1279,car,673,675,3,0.31,0.156
1280,person,675,677,3,1.16,0.579
1281,car,675,687,13,0.0,0.0
1282,person,677,679,3,0.09,0.045
1284,car,679,681,3,1.52,0.762
1285,person,679,681,3,0.44,0.218
1286,person,679,681,3,0.78,0.388
1287,person,679,681,3,1.7,0.849
1288,car,679,820,142,516.57,3.664
1290,car,680,715,36,121.03,3.458
1291,truck,680,685,6,0.35,0.069
1292,bus,682,687,6,6.08,1.216
1294,person,683,685,3,0.06,0.03
1295,car,683,685,3,1.14,0.57
1297,car,685,687,3,1.39,0.696
1298,person,685,687,3,0.47,0.237
1299,person,685,698,14,21.85,1.681
1300,person,685,687,3,0.18,0.092
1301,person,685,697,13,18.08,1.506
1303,person,688,690,3,0.76,0.382
1304,person,689,691,3,0.5,0.251
1305,person,689,694,6,3.22,0.645
1306,car,689,691,3,1.28,0.64
1307,person,689,691,3,1.27,0.637
1308,car,691,693,3,1.11,0.557
1309,bus,691,693,3,2.04,1.018
1310,person,691,718,28,140.53,5.205
1311,person,691,697,7,7.79,1.299
1312,person,691,702,12,16.8,1.527
1315,person,692,727,36,69.06,1.973
1316,person,692,694,3,0.44,0.221
1317,person,695,697,3,0.62,0.309
1318,person,694,696,3,0.44,0.222
1319,person,695,697,3,0.9,0.45
1320,car,696,724,29,48.31,1.725
1321,person,695,702,8,9.72,1.388
1322,truck,699,716,18,26.55,1.562
1323,car,697,699,3,1.27,0.635
1324,bus,697,699,3,0.69,0.346
1326,person,698,712,15,29.91,2.136
1327,person,698,700,3,0.58,0.291
1328,person,698,750,53,52.12,1.002
1329,person,698,790,93,370.88,4.031
1330,car,701,792,92,476.8,5.24
1331,person,701,731,31,28.68,0.956
1332,person,701,705,5,0.17,0.043
1333,person,701,703,3,0.14,0.068
1334,person,702,743,42,153.77,3.75
1336,bus,703,711,9,3.4,0.425
1338,bus,704,706,3,1.35,0.675
1339,person,705,720,16,3.12,0.208
1340,car,706,708,3,0.8,0.402
1341,car,706,745,40,99.01,2.539
1342,bus,707,712,6,0.6,0.119
1343,person,706,708,3,0.3,0.152
1344,person,707,709,3,0.07,0.037
1345,car,706,708,3,1.36,0.682
1346,person,706,708,3,0.72,0.362
1347,person,707,726,20,30.37,1.599
1349,person,707,709,3,1.05,0.524
1350,bus,710,712,3,1.07,0.533
1351,person,711,726,16,11.61,0.774
1352,car,712,714,3,1.2,0.6
1353,person,712,714,3,0.75,0.377
1354,person,713,715,3,0.13,0.066
1355,person,713,715,3,0.13,0.065
1356,person,715,717,3,0.36,0.182
1358,bus,716,718,3,1.17,0.583
1359,person,716,747,32,39.59,1.277
1360,bus,716,741,26,14.51,0.58
1361,car,716,740,25,81.43,3.393
1362,car,718,720,3,1.07,0.537
1363,person,718,788,71,359.1,5.13
1364,truck,719,750,32,101.65,3.279
1365,person,719,721,3,0.66,0.329
1366,bus,720,739,20,2.51,0.132
1367,person,719,721,3,1.27,0.636
1368,car,719,802,84,262.13,3.158
1369,person,720,783,64,191.15,3.034
1370,person,719,733,15,3.69,0.263
1371,truck,720,722,3,1.54,0.768
1372,person,721,723,3,0.22,0.111
1373,person,723,725,3,0.94,0.469
1374,person,722,724,3,1.39,0.694
1375,bus,722,748,27,79.75,3.067
1376,person,722,724,3,0.37,0.184
1378,person,725,727,3,0.83,0.417
1379,car,725,742,18,25.61,1.506
1380,person,728,730,3,0.78,0.392
1381,truck,726,728,3,1.46,0.728
1382,person,728,758,31,148.13,4.938
1383,person,728,730,3,0.38,0.188
1384,car,728,771,44,128.49,2.988
1385,car,729,765,37,114.23,3.173
1387,person,730,760,31,96.92,3.231
1388,person,733,748,16,3.78,0.252
1389,person,735,747,13,0.0,0.0
1390,person,734,736,3,0.55,0.273
1391,person,735,737,3,0.65,0.326
1392,car,736,748,13,0.0,0.0
1393,person,736,754,19,14.77,0.821
1394,person,739,785,47,209.31,4.55
1396,person,737,855,119,422.82,3.583
1398,person,740,742,3,1.04,0.522
1399,person,742,749,8,1.32,0.188
1400,person,741,743,3,0.64,0.321
1401,person,741,778,38,116.88,3.159
1402,car,741,743,3,1.37,0.683
1404,person,743,755,13,0.0,0.0
1407,person,746,748,3,1.34,0.668
1408,truck,746,803,58,99.45,1.745
1409,car,747,749,3,2.53,1.267
1410,car,747,822,76,243.87,3.252
1412,person,748,762,15,0.48,0.034
1413,car,749,753,5,4.68,1.171
1414,person,752,754,3,0.36,0.179
1415,car,753,755,3,2.03,1.016
1417,person,754,756,3,1.24,0.622
1418,person,755,776,22,78.42,3.734
1420,car,757,806,50,73.86,1.507
1421,car,757,763,7,9.3,1.55
1422,person,758,760,3,0.21,0.107
1423,person,761,783,23,7.93,0.361
1424,car,759,761,3,0.46,0.231
1425,truck,759,772,14,0.57,0.044
1427,truck,760,803,44,131.8,3.065
1430,person,764,766,3,0.16,0.079
1431,bus,766,768,3,1.62,0.812
1432,car,765,767,3,1.37,0.684
1433,truck,766,768,3,0.42,0.21
1434,car,767,783,17,35.32,2.208
1435,car,769,788,20,47.83,2.518
1437,person,770,772,3,2.0,1.001
1438,person,771,773,3,0.18,0.092
1439,car,771,787,17,38.17,2.386
1440,car,771,773,3,0.5,0.248
1441,truck,772,792,21,45.56,2.278
1442,bus,772,788,17,30.13,1.883
1443,car,775,777,3,1.57,0.783
1444,person,776,778,3,0.62,0.312
1445,car,777,779,3,0.91,0.456
1446,truck,777,797,21,54.94,2.747
1450,car,781,819,39,141.94,3.735
1451,person,782,784,3,1.06,0.532
1453,person,785,806,22,58.38,2.78
1454,bus,784,789,6,7.73,1.546
1455,car,785,787,3,0.89,0.446
1456,person,787,789,3,0.41,0.207
1457,car,787,851,65,140.01,2.188
1458,person,788,790,3,0.2,0.099
1459,bus,788,819,32,61.33,1.979
1460,person,788,855,68,242.47,3.619
1461,person,790,802,13,0.0,0.0
1463,person,789,791,3,0.23,0.114
1464,car,791,829,39,81.86,2.154
1465,car,791,855,65,263.34,4.115
1466,car,791,821,31,108.2,3.607
1467,person,792,809,18,8.46,0.498
1468,car,792,794,3,2.92,1.459
1469,car,793,796,4,0.93,0.311
1470,person,792,843,52,107.48,2.108
1471,bus,792,794,3,1.5,0.752
1472,bus,793,795,3,1.65,0.825
1473,car,794,796,3,0.56,0.28
1474,person,794,796,3,0.64,0.32
1475,person,794,796,3,0.37,0.187
1476,person,794,855,62,227.46,3.729
1477,person,795,797,3,0.25,0.127
1478,truck,797,800,4,0.78,0.261
1479,bus,798,800,3,0.42,0.208
1481,person,800,855,56,223.46,4.063
1483,car,800,815,16,5.13,0.342
1484,bus,801,803,3,1.18,0.591
1485,car,800,802,3,0.32,0.161
1486,car,800,802,3,1.78,0.889
1487,person,800,802,3,0.3,0.149
1488,car,800,830,31,85.81,2.86
1490,person,800,802,3,0.82,0.408
1491,person,800,807,8,3.88,0.555
1492,truck,800,802,3,0.48,0.24
1493,car,800,802,3,1.43,0.716
1494,person,800,815,16,34.46,2.297
1496,person,801,803,3,0.48,0.242
1497,bus,804,814,11,15.87,1.587
1498,car,805,855,51,196.75,3.935
1499,car,806,855,50,134.37,2.742
1500,car,806,827,22,21.49,1.023
1501,car,806,808,3,2.28,1.138
1502,person,806,808,3,1.44,0.719
1504,person,806,842,37,96.48,2.68
1505,car,808,855,48,116.25,2.473
1506,person,806,855,50,153.76,3.138
1508,bus,807,816,10,12.27,1.363
1509,truck,807,855,49,176.96,3.687
1510,person,808,810,3,1.12,0.562
1512,person,811,821,11,16.26,1.626
1513,person,811,813,3,1.52,0.76
1514,person,813,815,3,0.68,0.338
1516,person,814,816,3,1.14,0.568
1517,person,814,820,7,3.42,0.569
1519,person,817,830,14,7.89,0.607
1521,person,817,819,3,0.58,0.29
1522,bus,818,833,16,23.63,1.575
1523,person,819,821,3,0.34,0.17
1524,person,820,822,3,1.96,0.982
1525,person,819,855,37,99.02,2.751
1526,bus,820,822,3,1.35,0.676
1527,person,820,822,3,0.18,0.088
1528,truck,822,824,3,1.22,0.61
1529,person,823,830,8,0.94,0.135
1530,person,825,827,3,2.41,1.204
1531,person,827,839,13,0.0,0.0
1532,person,825,827,3,1.26,0.632
1533,bus,826,828,3,1.83,0.913
1534,person,828,831,4,0.61,0.202
1535,person,826,828,3,1.26,0.632
1540,truck,828,831,4,0.8,0.267
1542,person,830,832,3,1.32,0.66
1543,person,831,855,25,52.62,2.193
1544,person,831,834,4,2.28,0.759
1545,car,831,848,18,25.86,1.521
1546,bus,832,838,7,0.73,0.122
1547,person,832,834,3,0.7,0.35
1548,car,833,836,4,2.64,0.881
1549,car,833,855,23,134.93,6.133
1550,person,834,836,3,0.85,0.427
1551,person,836,842,7,2.41,0.401
1552,person,837,839,3,0.49,0.245
1553,car,835,855,21,71.5,3.575
1554,person,835,855,21,76.18,3.809
1555,truck,836,839,4,0.49,0.163
1556,bus,837,840,4,2.01,0.669
1557,car,837,855,19,162.43,9.024
1559,person,838,844,7,2.42,0.403
1560,person,837,839,3,0.75,0.375
1561,bus,837,839,3,0.52,0.258
1562,person,837,839,3,0.58,0.291
1564,car,837,839,3,2.73,1.364
1565,car,838,855,18,20.95,1.232
1566,car,838,841,4,3.2,1.067
1567,person,838,840,3,1.79,0.896
1569,person,842,848,7,3.0,0.499
1570,person,841,855,15,41.94,2.996
1571,bus,843,845,3,1.25,0.627
1572,person,843,855,13,18.51,1.543
1573,bus,844,847,4,4.42,1.473
1574,person,844,855,12,83.37,7.579
1576,car,844,855,12,37.42,3.402
1577,person,846,849,4,4.37,1.457
1578,truck,848,855,8,2.48,0.354
1579,person,846,855,10,17.53,1.948
1580,truck,846,851,6,2.15,0.431
1581,person,847,850,4,2.67,0.891
1582,person,848,850,3,1.06,0.532
1583,person,850,855,6,0.69,0.139
1584,bus,849,855,7,9.95,1.659
1585,person,850,855,6,0.51,0.101
1586,car,850,855,6,9.84,1.968
1587,bus,851,853,3,3.08,1.538
1588,person,851,855,5,33.37,8.343
1589,bus,851,855,5,11.28,2.821
1592,person,854,855,2,1.11,1.112
1593,person,854,855,2,0.57,0.565
1594,person,855,855,1,0.0,0.0
