track_id,frame,label,cx,cy,vx,vy,confirmed
1,2,car,217.15,229.58,-0.0,-0.0,1
2,2,car,426.24,218.53,-0.0,0.0,1
3,2,person,609.21,225.87,-0.0,-0.0,1
4,2,person,543.12,214.25,0.0,0.0,1
5,2,car,498.08,205.61,0.0,0.0,1
6,2,person,580.66,212.14,-0.0,-0.0,1
7,2,car,91.0,282.09,-0.0,0.0,1
8,2,car,363.52,205.91,-0.0,0.0,1
10,2,car,284.23,195.52,0.0,0.0,1
11,2,person,13.89,189.03,-0.0,-0.0,1
13,2,car,510.69,185.63,-0.0,-0.0,1
14,2,person,34.92,190.29,-0.0,0.0,1
16,2,person,325.67,193.97,0.0,0.0,1
17,2,truck,360.12,166.61,0.0,-0.0,1
18,2,person,267.8,186.96,-0.0,-0.0,1
19,2,person,55.73,181.77,-0.0,-0.0,1
20,2,car,440.87,167.53,0.0,-0.0,1
1,3,car,212.25,228.78,-0.0,-0.0,1
2,3,car,426.05,217.27,-0.0,-0.0,1
3,3,person,609.17,224.67,-0.0,-0.0,1
4,3,person,544.71,212.99,0.0,-0.0,1
5,3,car,497.64,204.22,-0.0,-0.0,1
6,3,person,580.72,211.13,0.0,-0.0,1
7,3,car,87.59,281.61,-0.0,0.0,1
8,3,car,364.82,204.54,0.0,-0.0,1
10,3,car,286.73,194.29,0.0,-0.0,1
11,3,person,14.03,189.15,0.0,-0.0,1
13,3,car,511.52,183.73,0.0,-0.0,1
14,3,person,35.23,190.9,-0.0,0.0,1
16,3,person,326.02,192.21,0.0,-0.0,1
17,3,truck,359.91,165.36,-0.0,-0.0,1
18,3,person,271.67,194.59,0.0,0.0,1
19,3,person,56.22,186.81,0.0,0.0,1
20,3,car,440.87,167.53,0.0,-0.0,1
23,3,bus,354.76,166.07,-0.0,-0.0,1
24,3,truck,285.21,194.51,0.0,-0.0,1
1,4,car,209.39,228.24,-0.0,-0.0,1
2,4,car,426.05,217.27,-0.0,-0.0,1
3,4,person,609.38,224.02,-0.0,-0.0,1
4,4,person,543.74,212.52,0.0,-0.0,1
5,4,car,511.61,183.36,0.0,-0.0,1
6,4,person,580.48,210.41,-0.0,-0.0,1
7,4,car,83.83,281.05,-0.0,0.0,1
8,4,car,364.82,204.54,0.0,-0.0,1
10,4,car,287.94,194.04,0.0,-0.0,1
11,4,person,13.52,188.94,-0.0,-0.0,1
12,4,bus,147.68,145.05,0.0,0.0,1
13,4,car,511.42,175.81,0.0,-0.0,1
14,4,person,35.08,188.21,-0.0,-0.0,1
16,4,person,325.81,192.25,0.0,-0.0,1
17,4,truck,360.2,165.24,0.0,-0.0,1
18,4,person,271.67,194.59,0.0,0.0,1
19,4,person,56.22,186.81,0.0,0.0,1
20,4,car,441.35,165.49,0.0,-0.0,1
22,4,car,364.36,204.22,0.0,0.0,1
23,4,bus,359.79,164.92,-0.0,-0.0,1
24,4,truck,284.78,193.99,0.0,-0.0,1
25,4,person,114.58,200.8,-0.0,0.0,1
27,4,person,268.06,185.24,0.0,0.0,1
1,5,car,206.65,228.43,-0.0,-0.0,1
2,5,car,426.05,217.27,-0.0,-0.0,1
3,5,person,604.58,223.22,-0.0,-0.0,1
5,5,car,512.43,182.81,0.0,-0.0,1
7,5,car,80.09,280.92,-0.0,0.0,1
8,5,car,364.82,204.54,0.0,-0.0,1
10,5,car,288.87,193.6,0.0,-0.0,1
12,5,bus,148.13,145.83,0.0,0.0,1
13,5,car,511.42,175.81,0.0,-0.0,1
14,5,person,35.08,188.21,-0.0,-0.0,1
18,5,person,271.67,194.59,0.0,0.0,1
19,5,person,56.55,186.19,0.0,0.0,1
20,5,car,441.77,165.55,0.0,-0.0,1
22,5,car,364.37,204.07,0.0,0.0,1
23,5,bus,355.05,164.71,-0.0,-0.0,1
